X_Value	FRF Magnitude 1	FRF Magnitude 2	FRF Magnitude 3	FRF Phase 1	FRF Phase 2	FRF Phase 3	Coherence 1	Coherence 2	Coherence 3	Response Function FFT (Mag) 1	Response Function FFT (Mag) 2	Response Function FFT (Mag) 3	Response Function FFT (Phase) 1	Response Function FFT (Phase) 2	Response Function FFT (Phase) 3	Transmissibility Magnitude 1	Transmissibility Magnitude 2	Transmissibility Phase 1	Transmissibility Phase 2	Bode Amplitude Ratio 1	Bode Amplitude Ratio 2	Bode Amplitude Ratio 3	Bode Phase 1	Bode Phase 2	Bode Phase 3	Comment
61.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.883312E-5	0.000000	0.000000	0.869246	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
61.500000	0.342833	0.000000	0.000000	-2.905855	0.000000	0.000000	1.000000	NaN	NaN	0.000124	0.000000	0.000000	-1.141851	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-9.298357	-Inf	-Inf	-166.493216	0.000000	0.000000
61.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.955495E-5	0.000000	0.000000	0.604379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
61.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.177349E-5	0.000000	0.000000	-1.896212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
61.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000142	0.000000	0.000000	0.906470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
61.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.946721E-5	0.000000	0.000000	1.845197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000181	0.000000	0.000000	-0.543214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.221414E-5	0.000000	0.000000	0.613270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.928872E-5	0.000000	0.000000	0.656597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.145801E-5	0.000000	0.000000	-1.132082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.405417E-5	0.000000	0.000000	-0.015357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.500000	0.999281	0.000000	0.000000	2.967883	0.000000	0.000000	1.000000	NaN	NaN	0.000234	0.000000	0.000000	1.593437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006251	-Inf	-Inf	170.047197	0.000000	0.000000
62.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.005058E-5	0.000000	0.000000	-2.944559	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.744198E-5	0.000000	0.000000	2.535372	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.913784E-5	0.000000	0.000000	-0.764175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
62.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.694572E-5	0.000000	0.000000	-0.238854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.188904E-5	0.000000	0.000000	-1.394174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.021671E-5	0.000000	0.000000	-2.255671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.071647E-5	0.000000	0.000000	-3.101279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.488835E-5	0.000000	0.000000	0.232104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.323450E-6	0.000000	0.000000	-2.024907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.500000	0.008417	0.000000	0.000000	-0.359470	0.000000	0.000000	1.000000	NaN	NaN	2.863112E-6	0.000000	0.000000	1.410817	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-41.496553	-Inf	-Inf	-20.596134	0.000000	0.000000
63.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.987486E-5	0.000000	0.000000	-0.640725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.599752E-5	0.000000	0.000000	1.515374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.958592E-5	0.000000	0.000000	2.914418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
63.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.956221E-5	0.000000	0.000000	0.563402	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000118	0.000000	0.000000	0.297344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000124	0.000000	0.000000	0.079125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.078222E-5	0.000000	0.000000	-1.743299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.650516E-5	0.000000	0.000000	2.363394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.133880E-5	0.000000	0.000000	-0.935836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.500000	0.862543	0.000000	0.000000	1.436039	0.000000	0.000000	1.000000	NaN	NaN	0.000188	0.000000	0.000000	0.067875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.284388	-Inf	-Inf	82.278959	0.000000	0.000000
64.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.106493E-5	0.000000	0.000000	1.961850	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.584252E-5	0.000000	0.000000	1.192198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.601617E-5	0.000000	0.000000	2.327461	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
64.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.387375E-5	0.000000	0.000000	0.535051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.300697E-5	0.000000	0.000000	2.683875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.199130E-5	0.000000	0.000000	3.100750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.919640E-5	0.000000	0.000000	1.091442	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.194379E-5	0.000000	0.000000	-0.918841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.549984E-5	0.000000	0.000000	-2.952797	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.500000	0.660666	0.000000	0.000000	1.862811	0.000000	0.000000	1.000000	NaN	NaN	0.000212	0.000000	0.000000	-2.643803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.600359	-Inf	-Inf	106.731233	0.000000	0.000000
65.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.829568E-5	0.000000	0.000000	0.036157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000165	0.000000	0.000000	0.824984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.544609E-5	0.000000	0.000000	-0.212740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
65.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.613271E-5	0.000000	0.000000	1.931480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.724389E-5	0.000000	0.000000	-0.387798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.475747E-5	0.000000	0.000000	0.150397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.480141E-5	0.000000	0.000000	0.851121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.994906E-5	0.000000	0.000000	1.880458	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.208555E-5	0.000000	0.000000	-0.745656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.500000	2.745987	0.000000	0.000000	1.202957	0.000000	0.000000	1.000000	NaN	NaN	0.000558	0.000000	0.000000	-0.158924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.773970	-Inf	-Inf	68.924346	0.000000	0.000000
66.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000102	0.000000	0.000000	1.765684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.239890E-5	0.000000	0.000000	1.255431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.938586E-5	0.000000	0.000000	1.425513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
66.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.627736E-5	0.000000	0.000000	0.774879	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.863214E-5	0.000000	0.000000	-0.791596	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000133	0.000000	0.000000	3.097503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.741855E-5	0.000000	0.000000	-0.470645	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.224405E-5	0.000000	0.000000	-0.384645	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.240027E-5	0.000000	0.000000	1.747027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.500000	1.859213	0.000000	0.000000	0.797500	0.000000	0.000000	1.000000	NaN	NaN	0.000565	0.000000	0.000000	2.580354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.386583	-Inf	-Inf	45.693403	0.000000	0.000000
67.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.126871E-5	0.000000	0.000000	1.799526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.846702E-5	0.000000	0.000000	-0.838293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.964151E-5	0.000000	0.000000	1.346247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
67.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.540296E-5	0.000000	0.000000	1.556516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.845362E-5	0.000000	0.000000	-2.994591	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.395688E-5	0.000000	0.000000	0.376772	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000107	0.000000	0.000000	2.972540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.150834E-5	0.000000	0.000000	0.007268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.033388E-5	0.000000	0.000000	2.169148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.500000	1.988444	0.000000	0.000000	-1.958907	0.000000	0.000000	1.000000	NaN	NaN	0.000377	0.000000	0.000000	2.968682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.970267	-Inf	-Inf	-112.237077	0.000000	0.000000
68.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000112	0.000000	0.000000	0.924468	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.783373E-5	0.000000	0.000000	1.490003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.203555E-5	0.000000	0.000000	1.345570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
68.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.004042E-5	0.000000	0.000000	-0.130076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.469950E-5	0.000000	0.000000	0.044248	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000138	0.000000	0.000000	1.101208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.044782E-5	0.000000	0.000000	-0.125216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.411883E-5	0.000000	0.000000	2.253201	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.667992E-5	0.000000	0.000000	0.210806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.500000	0.655217	0.000000	0.000000	-1.761185	0.000000	0.000000	1.000000	NaN	NaN	0.000189	0.000000	0.000000	0.027952	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.672291	-Inf	-Inf	-100.908478	0.000000	0.000000
69.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.858617E-5	0.000000	0.000000	1.763857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.351005E-5	0.000000	0.000000	0.605886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.981639E-5	0.000000	0.000000	1.979689	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
69.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.492972E-5	0.000000	0.000000	0.837908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.564321E-5	0.000000	0.000000	1.545739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.788245E-5	0.000000	0.000000	-1.770123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.471412E-5	0.000000	0.000000	-0.610711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.719190E-5	0.000000	0.000000	-0.245172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.069183E-5	0.000000	0.000000	-2.612191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.500000	1.529533	0.000000	0.000000	-1.177790	0.000000	0.000000	1.000000	NaN	NaN	0.000272	0.000000	0.000000	-2.527104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.691177	-Inf	-Inf	-67.482413	0.000000	0.000000
70.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000125	0.000000	0.000000	0.325054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.650670E-5	0.000000	0.000000	1.755805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.068525E-5	0.000000	0.000000	-0.836105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
70.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.432112E-5	0.000000	0.000000	-2.247651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000132	0.000000	0.000000	0.132364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000132	0.000000	0.000000	0.718287	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.197689E-5	0.000000	0.000000	3.072447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.991284E-5	0.000000	0.000000	0.802094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000170	0.000000	0.000000	0.759198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.500000	1.349024	0.000000	0.000000	-1.242585	0.000000	0.000000	1.000000	NaN	NaN	0.000369	0.000000	0.000000	0.552835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.600391	-Inf	-Inf	-71.194864	0.000000	0.000000
71.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000129	0.000000	0.000000	2.447243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.841155E-5	0.000000	0.000000	2.693421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.589165E-5	0.000000	0.000000	2.453876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
71.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.717520E-5	0.000000	0.000000	-3.053440	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
72.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.364867E-5	0.000000	0.000000	0.781672	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
72.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000134	0.000000	0.000000	-0.988862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
72.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.413841E-5	0.000000	0.000000	1.758253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
72.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.473974E-5	0.000000	0.000000	-2.132580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
72.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000195	0.000000	0.000000	0.304957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
72.500000	2.409107	0.000000	0.000000	2.760707	0.000000	0.000000	1.000000	NaN	NaN	0.000401	0.000000	0.000000	1.417676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.637122	-Inf	-Inf	158.176851	0.000000	0.000000
72.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.461546E-5	0.000000	0.000000	-2.977306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
72.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.490248E-5	0.000000	0.000000	-0.386314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
